Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
8936,0,0.190862,51,0,0.817658,5620.0,6,0,0,0,1.0
8937,0,0.271175,38,0,0.175053,9922.0,10,0,1,0,0.0
8938,0,0.305558,83,0,0.357967,9618.0,8,0,0,0,1.0
8939,0,0.263664,58,0,0.233048,13774.0,7,0,1,98,1.0
8940,0,0.183962,49,0,7.359577,9609.0,9,0,0,0,0.0
8941,0,4.704357,71,0,0.12577,5948.0,11,3,1,0,0.0
8942,0,0.484308,77,0,0.288984,3474.0,15,0,3,0,1.0
8943,0,0.1177,49,0,0.096684,3603.0,8,0,2,1,0.0
8944,0,0.413324,56,1,0.240364,2435.0,5,0,2,0,0.0
8945,0,0.197104,38,0,0.447701,4932.0,7,0,2,0,1.0
8946,0,0.415484,49,0,1.285925,8586.0,8,0,1,0,1.0
8947,0,0.067568,49,0,1.555445,,9,1,0,0,0.0
8948,0,0.198355,54,0,0.336914,4770.0,3,0,2,0,2.0
8949,1,0.107807,56,98,0.974001,2858.0,9,0,0,0,1.0
8950,0,0.197479,59,0,0.051036,5810.0,7,1,1,0,1.0
8951,0,0.715521,55,0,0.783376,3166.0,10,0,0,0,2.0
8952,0,0.514298,35,0,0.314911,,8,0,0,0,1.0
8953,0,0.389243,38,2,0.482531,2852.0,6,0,2,0,0.0
8954,0,0.096191,44,98,2.219434,7351.0,7,0,1,0,0.0
8955,0,0.571193,48,2,0.433627,4548.0,17,0,0,0,0.0
8956,0,0.316876,66,0,1.351047,3488.0,2,0,1,0,0.0
8957,0,0.314408,35,0,0.061424,6057.0,9,0,0,1,0.0
8958,0,0.614211,46,0,0.733383,3527.0,7,0,0,0,1.0
8959,0,0.343049,65,4,4.545357,12103.0,10,0,1,0,2.0
8960,0,0.470224,47,5,0.378691,2255.0,12,0,1,96,1.0
8961,0,0.064419,58,0,0.163797,4231.0,8,0,0,0,0.0
8962,0,0.148081,50,0,1.511072,1597.0,8,0,0,1,0.0
8963,0,0.12724,55,0,1.409732,,5,0,0,0,0.0
8964,0,0.108583,48,0,1.114933,1282.0,10,0,1,0,2.0
8965,0,0.12305,61,0,0.052974,8928.0,11,0,1,0,1.0
8966,0,0.243615,30,1,0.27333,9074.0,13,0,1,0,1.0
8967,0,0.327277,46,0,0.237435,9203.0,6,0,0,0,1.0
8968,0,0.144241,56,0,0.478907,5029.0,12,0,0,0,1.0
8969,0,0.350901,59,0,0.156963,2431.0,8,0,0,1,1.0
8970,0,0.48024,72,0,1.288248,2590.0,6,0,2,96,0.0
8971,0,0.231043,46,0,0.938774,16716.0,9,0,1,0,1.0
8972,0,0.124707,72,0,7.15764,15499.0,11,0,0,0,0.0
8973,0,12.768705,42,0,1.253147,,4,0,2,0,1.0
8974,0,0.053735,70,0,0.223581,3253.0,7,0,1,0,0.0
8975,1,0.359263,63,2,0.277742,14689.0,8,0,0,2,1.0
8976,0,0.283909,39,0,2.486664,2819.0,3,0,1,0,0.0
8977,0,0.124432,56,0,0.049888,,4,0,1,0,0.0
8978,0,0.354375,51,0,0.14521,,9,0,2,0,2.0
8979,0,3.647182,60,0,1.129439,2517.0,8,0,0,0,3.0
8980,0,0.214713,48,0,1.434462,9541.0,7,0,1,0,1.0
8981,0,0.329192,47,1,0.553234,,2,0,1,0,0.0
8982,0,0.091651,71,0,0.408866,4761.0,7,0,1,0,3.0
8983,0,0.34639,50,0,0.328082,2219.0,7,0,2,0,1.0
8984,0,0.240456,63,98,0.259898,2753.0,11,0,0,0,0.0
8985,0,0.758706,48,0,0.467685,6195.0,8,0,1,0,3.0
8986,0,0.161511,75,2,5.475162,1573.0,6,0,0,0,0.0
8987,1,0.220132,42,0,0.032961,5456.0,9,0,0,0,1.0
8988,0,0.29191,43,0,0.183735,,7,0,0,0,0.0
8989,0,0.550783,73,0,4.761126,10809.0,11,0,1,0,0.0
8990,0,0.034979,45,0,1.915077,1605.0,5,0,1,0,1.0
8991,0,0.282561,74,0,0.117772,14086.0,3,0,0,0,2.0
8992,0,2.311963,64,0,0.478142,19077.0,5,0,1,0,1.0
8993,0,0.472709,49,0,1.560288,6823.0,15,0,1,0,2.0
8994,0,0.185622,26,0,2.104147,2142.0,12,0,1,0,0.0
8995,0,0.087657,51,1,0.186342,3780.0,3,0,0,0,0.0
8996,0,0.093666,53,1,0.259026,4731.0,11,0,0,0,0.0
8997,0,0.21694,68,0,0.18136,6101.0,6,0,0,0,1.0
8998,0,0.080883,74,0,0.44415,,8,0,1,2,0.0
8999,0,0.123223,42,0,1.051079,6154.0,6,0,1,0,0.0
9000,0,0.147521,63,0,2.735505,4570.0,6,0,0,0,0.0
9001,0,0.389456,62,0,0.11444,,3,0,1,2,1.0
9002,0,0.460815,67,0,2.041759,,8,0,2,0,0.0
9003,0,0.302507,58,0,0.754941,3749.0,7,0,1,0,0.0
9004,0,0.431456,24,0,0.453807,3100.0,6,0,1,0,0.0
9005,0,2.711421,49,0,10.0,22783.0,6,0,1,0,0.0
9006,0,0.115776,35,0,4.658511,15853.0,8,0,1,0,1.0
9007,0,0.57757,49,0,0.068421,7663.0,6,0,0,98,0.0
9008,0,0.270587,65,0,4.796525,14189.0,6,0,1,0,0.0
9009,0,0.433913,56,0,0.617318,,11,0,0,0,1.0
9010,0,0.313094,68,1,0.120742,5681.0,6,0,1,0,0.0
9011,0,0.267053,56,0,2.725064,1473.0,8,0,2,0,0.0
9012,0,0.229466,33,0,2.894939,3984.0,8,0,1,0,0.0
9013,0,0.604367,21,0,0.667699,3759.0,13,0,1,0,0.0
9014,0,0.461315,54,0,1.03513,1985.0,7,0,1,0,3.0
9015,0,0.047575,49,2,0.709584,,7,0,1,0,1.0
9016,0,0.253185,38,1,0.540712,,6,0,1,0,0.0
9017,0,0.427466,28,0,4.347562,6371.0,11,0,1,0,2.0
9018,0,0.162298,41,0,0.447282,,7,0,0,0,2.0
9019,0,0.236337,49,1,3.057094,2706.0,10,0,3,0,0.0
9020,0,0.250477,61,0,1.188558,12443.0,7,0,4,0,1.0
9021,0,0.111698,54,0,0.13703,2435.0,3,0,2,0,1.0
9022,0,0.21045,74,0,0.509083,5634.0,3,0,0,0,0.0
9023,0,0.39961,37,98,0.574729,4222.0,6,0,0,0,0.0
9024,0,0.628524,64,0,0.314242,,9,0,1,0,0.0
9025,0,0.295356,52,0,0.344809,2477.0,3,0,0,96,1.0
9026,0,0.365054,61,0,1.344062,,12,0,1,0,1.0
9027,0,0.056949,45,0,1.70725,5625.0,7,0,0,0,3.0
9028,0,0.147913,67,1,1.296673,,5,0,1,0,1.0
9029,0,0.174988,56,0,0.741073,,6,0,0,0,0.0
9030,0,0.409183,42,0,0.382427,,9,0,1,0,0.0
9031,0,0.764604,51,0,0.390317,28379.0,10,0,0,0,0.0
9032,0,0.815483,48,0,0.821625,38140.0,9,0,1,0,0.0
9033,0,0.302429,58,0,1.41245,2947.0,7,0,2,1,0.0
9034,0,0.125942,35,0,4.311882,,7,0,1,0,1.0
9035,0,0.192264,51,0,0.971366,7914.0,9,0,2,0,0.0
9036,0,0.521089,57,0,1.382731,,15,0,0,1,1.0
9037,0,0.292337,52,0,0.091066,11485.0,3,0,1,0,1.0
9038,0,0.111746,70,0,0.073449,6172.0,9,0,2,0,0.0
9039,0,0.583347,62,0,0.272664,5150.0,8,0,1,0,1.0
9040,1,0.027874,51,0,1.164464,12126.0,8,0,0,0,0.0
9041,0,0.148721,55,0,0.322234,13561.0,12,0,1,0,2.0
9042,0,0.297638,56,0,0.042126,1620.0,8,0,1,0,0.0
9043,0,0.199744,57,0,0.484007,2557.0,8,0,0,1,4.0
9044,1,0.25282,26,0,4.659877,,7,0,0,0,2.0
9045,0,0.327891,47,0,2.503301,5317.0,6,0,4,0,0.0
9046,0,0.091737,31,0,0.104,,8,0,2,0,2.0
9047,0,0.420202,69,0,0.588364,6956.0,9,0,0,0,0.0
9048,0,0.524133,51,0,0.377421,,5,0,0,0,0.0
9049,0,0.2549,49,1,0.44955,,9,0,1,1,1.0
9050,0,0.434144,64,5,1.058221,7809.0,7,0,1,0,0.0
9051,0,5.404595,57,0,0.450309,2485.0,9,0,0,0,0.0
9052,0,0.034437,36,0,3.138022,4368.0,13,0,2,0,0.0
9053,0,0.503631,51,0,0.108808,4627.0,11,0,2,0,0.0
9054,1,0.329363,47,0,1.454154,7418.0,6,0,0,0,0.0
9055,0,0.290993,27,0,2.025571,,4,0,0,0,1.0
9056,0,0.146154,42,3,0.434431,25344.0,12,0,1,0,1.0
9057,0,0.10724,49,0,0.813378,3397.0,12,0,1,96,0.0
9058,0,0.688182,50,3,9.673021,6686.0,5,0,0,0,1.0
9059,0,0.200431,31,0,0.629619,32330.0,10,2,0,0,0.0
9060,0,0.071086,68,0,1.580825,3077.0,10,0,1,0,2.0
9061,0,0.368134,50,0,1.957612,5519.0,7,0,0,0,0.0
9062,1,0.168561,52,2,0.164249,,10,0,0,0,0.0
9063,0,0.257339,57,0,10.0,5248.0,8,0,1,0,0.0
9064,0,0.269118,40,0,0.453464,2632.0,8,0,1,0,1.0
9065,0,0.227913,58,0,0.48622,11355.0,6,0,0,0,1.0
9066,0,0.273174,46,1,1.313848,5529.0,6,0,1,0,0.0
9067,0,0.085826,39,2,0.732893,2325.0,3,2,1,0,2.0
9068,0,0.350357,60,1,0.402702,9628.0,10,0,0,0,3.0
9069,0,0.136017,72,0,1.342135,5674.0,7,0,3,0,0.0
9070,0,0.13269,62,0,0.128737,10532.0,3,0,1,0,0.0
9071,1,0.162168,64,0,3.731579,,6,0,0,0,2.0
9072,0,0.138162,44,0,0.942472,6601.0,10,0,1,0,2.0
9073,0,0.413099,29,0,1.23095,,12,0,2,0,0.0
9074,0,0.384788,72,1,0.39602,3502.0,11,0,0,0,1.0
9075,0,0.167293,80,0,0.316452,1795.0,10,0,2,0,2.0
9076,0,0.235466,73,0,0.140419,4753.0,1,0,0,0,1.0
9077,0,0.297014,47,2,1.504086,13127.0,8,0,2,0,0.0
9078,0,0.337429,35,1,0.087586,12097.0,6,0,0,0,1.0
9079,0,0.198223,37,0,0.784709,3488.0,4,0,2,0,3.0
9080,0,0.186987,28,0,0.327741,1760.0,9,0,3,0,1.0
9081,0,0.240683,50,0,0.790069,,8,0,1,0,0.0
9082,0,0.274051,74,1,0.201608,,9,0,1,0,1.0
9083,0,0.112025,50,0,2.704596,7024.0,10,0,2,98,0.0
9084,0,0.323135,56,0,0.179594,4518.0,7,0,0,0,0.0
9085,0,0.08179,71,0,0.019364,2690.0,8,3,0,2,2.0
9086,0,0.221003,46,0,0.403856,11889.0,9,0,1,0,0.0
9087,0,0.390513,80,0,0.206278,5499.0,8,0,0,0,2.0
9088,0,0.399606,79,0,0.447127,6962.0,9,0,1,1,1.0
9089,0,0.158381,50,0,0.22411,1236.0,7,0,1,0,0.0
9090,0,0.085485,43,2,0.807643,706.0,8,0,2,0,1.0
9091,0,0.252111,61,0,0.118853,1556.0,6,0,1,0,0.0
9092,0,0.506639,47,0,0.609362,3346.0,5,0,0,0,1.0
9093,0,0.04978,35,0,0.417797,7793.0,12,0,0,0,1.0
9094,0,0.192701,69,0,0.190882,754.0,4,0,0,0,0.0
9095,0,7.634219,69,0,0.148575,17575.0,7,0,1,0,0.0
9096,0,0.412896,54,0,3.051967,5633.0,8,0,3,0,0.0
9097,0,0.313743,34,0,0.130357,14592.0,8,0,0,0,1.0
9098,0,0.274075,34,0,0.242217,2419.0,10,0,0,0,1.0
9099,0,0.342128,53,0,2.43376,7354.0,3,2,0,0,1.0
9100,0,0.67403,45,0,0.712182,,4,0,3,2,0.0
9101,0,0.219103,47,0,0.800235,,5,0,2,0,1.0
9102,0,0.105357,66,0,0.219344,4076.0,12,0,0,0,0.0
9103,0,0.244597,62,0,0.475597,7176.0,5,0,3,0,0.0
9104,0,0.599526,71,1,7.166627,11869.0,8,0,1,0,1.0
9105,0,0.102226,38,0,2.247381,2919.0,8,0,1,3,0.0
9106,0,9.016132,47,0,0.171781,,8,0,2,0,0.0
9107,0,0.119609,62,0,0.394438,1085.0,5,0,0,0,1.0
9108,0,0.062779,58,0,0.026495,8621.0,5,0,0,0,0.0
9109,0,0.089056,73,0,1.40281,23475.0,9,0,1,0,1.0
9110,0,0.346324,57,1,0.16898,,3,0,1,0,0.0
9111,0,0.199667,77,4,1.05638,4568.0,3,0,0,0,1.0
9112,0,0.33605,59,1,0.592206,9940.0,6,0,1,0,1.0
9113,0,0.397034,66,0,0.372836,5039.0,8,2,2,0,
9114,0,0.126089,47,0,0.452386,5608.0,7,0,0,0,0.0
9115,0,0.304554,52,0,0.452676,3594.0,6,0,1,0,1.0
9116,1,0.360723,64,5,0.152348,3489.0,9,0,1,0,0.0
9117,0,0.567789,74,0,1.680392,4585.0,8,0,1,0,0.0
9118,0,0.608273,62,0,0.646929,5081.0,5,0,0,0,2.0
9119,0,0.034401,50,0,2.68396,,6,0,0,0,1.0
9120,0,0.422488,71,4,0.089085,4661.0,9,0,1,0,0.0
9121,0,0.419227,21,0,1.930121,17237.0,6,0,1,0,0.0
9122,0,0.216274,32,0,0.309225,3514.0,5,0,0,0,0.0
9123,0,0.254248,61,0,0.351487,1826.0,6,0,0,0,0.0
9124,0,0.23549,52,0,2.076552,4354.0,5,0,1,0,0.0
9125,0,7.748957,60,0,2.333873,,11,0,1,0,0.0
9126,0,0.336833,52,0,3.739609,1684.0,3,0,0,3,0.0
9127,0,0.235073,59,0,0.578479,5493.0,7,0,1,0,2.0
9128,0,0.145126,40,0,0.443316,2784.0,6,0,2,0,3.0
9129,0,0.187779,59,4,3.128346,,3,0,0,0,0.0
9130,0,0.231158,65,0,1.367651,5556.0,8,0,2,0,0.0
9131,0,0.297184,69,0,0.817285,1441.0,8,2,0,0,0.0
9132,0,0.473278,80,0,0.051833,1220.0,8,0,0,0,0.0
9133,0,0.567351,55,0,0.410896,,11,0,1,0,0.0
9134,0,0.167688,55,0,0.358586,1048.0,6,0,0,0,1.0
9135,0,0.13902,30,2,0.441244,2249.0,10,0,2,0,0.0
9136,0,11.866439,44,0,0.231568,,9,0,0,0,3.0
9137,0,0.333393,49,0,0.377414,3331.0,7,0,1,0,2.0
9138,0,0.295028,66,0,3.567669,6921.0,8,0,2,0,1.0
9139,0,0.361222,43,0,1.865827,5376.0,13,3,0,0,0.0
9140,0,0.37765,63,2,1.048807,33306.0,6,0,2,0,1.0
9141,1,0.042069,51,0,0.912126,,8,0,0,0,0.0
9142,0,0.21316,49,0,0.178431,2333.0,8,0,2,0,1.0
9143,0,0.083889,55,0,1.143487,1886.0,9,0,1,0,0.0
9144,0,0.151943,46,1,1.187011,42845.0,3,0,2,0,2.0
9145,0,0.197445,45,0,0.612219,11499.0,10,0,0,0,1.0
9146,0,0.048015,28,0,0.131444,7875.0,9,0,0,0,0.0
9147,0,0.182631,48,0,3.4059,5218.0,11,0,2,0,0.0
9148,0,0.328602,45,1,0.510942,6116.0,5,2,3,0,1.0
9149,1,0.202775,44,0,0.996682,1501.0,6,0,0,0,0.0
9150,0,0.160137,57,0,1.607394,5572.0,6,0,2,0,3.0
9151,0,0.337409,61,0,0.100459,5202.0,7,0,1,0,1.0
9152,0,0.451103,55,0,3.769263,2384.0,10,0,1,0,2.0
9153,0,0.428942,65,0,0.131069,3194.0,8,0,4,0,0.0
9154,0,0.176307,60,0,0.508702,16516.0,10,0,0,0,0.0
9155,0,0.296026,47,0,3.492492,4446.0,9,0,1,0,2.0
9156,0,0.370589,45,0,0.14012,25769.0,9,1,1,0,0.0
9157,0,0.182881,56,0,0.408396,1221.0,12,0,2,0,0.0
9158,0,0.303356,60,0,1.614669,3236.0,12,0,1,0,0.0
9159,0,0.455127,71,1,2.741167,,9,0,1,0,1.0
9160,0,0.293649,68,0,0.124137,1867.0,8,0,0,0,0.0
9161,0,0.424659,44,0,0.164318,2533.0,6,0,0,0,2.0
9162,0,0.169256,50,0,0.467098,6324.0,10,0,1,0,1.0
9163,0,0.20587,61,0,1.266754,6084.0,10,0,1,0,2.0
9164,0,0.335582,66,0,0.507172,2854.0,10,1,1,0,1.0
9165,0,0.318562,65,2,0.612512,826.0,9,0,1,0,1.0
9166,0,0.36152,51,3,0.492977,16028.0,4,0,4,0,1.0
9167,0,0.126035,34,0,0.715678,3910.0,8,0,1,0,1.0
9168,0,0.460398,38,1,0.916722,2012.0,10,0,1,0,1.0
9169,0,0.090009,55,0,1.187317,6123.0,7,0,1,0,1.0
9170,0,0.232763,56,0,4.131326,5788.0,2,0,1,0,0.0
9171,0,0.464085,36,0,0.936456,3796.0,10,0,3,0,1.0
9172,0,0.6726,52,0,1.343065,5534.0,6,0,0,0,1.0
9173,0,0.069204,60,0,1.529432,1950.0,5,0,5,0,0.0
9174,0,0.098751,35,0,1.591597,9026.0,8,0,1,0,0.0
9175,0,0.494034,67,0,0.91187,2213.0,7,0,1,1,0.0
9176,0,0.339014,46,0,4.373058,3027.0,8,96,0,0,1.0
9177,0,0.32142,69,0,0.060919,8258.0,5,0,1,0,0.0
9178,0,0.221525,44,0,0.546374,12876.0,14,2,1,0,2.0
9179,0,0.83522,37,0,0.890269,17476.0,16,0,2,0,
9180,0,0.15244,45,0,0.289767,,3,0,1,0,2.0
9181,0,0.603188,50,0,3.363857,,9,0,0,0,0.0
9182,0,0.137675,46,0,0.051174,1432.0,9,0,0,0,0.0
9183,0,5.323493,48,0,0.387241,15124.0,9,0,1,0,
9184,0,0.125051,56,0,0.076139,14714.0,9,0,0,0,0.0
9185,0,0.344686,49,0,0.369509,2871.0,12,0,1,2,1.0
9186,0,0.383786,51,0,0.23095,10269.0,6,0,0,0,
9187,0,0.168198,28,0,0.871998,3767.0,6,0,2,0,0.0
9188,0,9.548004,57,0,9.474865,16334.0,9,0,1,0,0.0
9189,0,0.405595,50,0,3.033586,3255.0,12,0,3,1,1.0
9190,0,0.222902,74,0,0.115331,23930.0,9,0,1,0,1.0
9191,0,0.110803,38,0,1.068855,9217.0,15,0,0,0,1.0
9192,0,0.365215,26,0,0.328308,20703.0,5,0,1,1,0.0
9193,0,0.542192,60,0,1.751819,3391.0,5,0,0,0,0.0
9194,0,0.035581,56,0,1.547959,6795.0,4,0,0,0,0.0
9195,0,0.247374,37,0,3.247831,,6,0,0,0,0.0
9196,0,0.292308,30,0,4.210476,,7,0,0,0,3.0
9197,0,0.212694,73,0,2.091182,10089.0,15,0,1,0,0.0
9198,0,0.484101,71,0,0.503306,,8,0,1,0,1.0
9199,0,0.210181,21,2,0.491495,7227.0,7,0,1,0,1.0
9200,0,0.55838,45,1,0.124821,8771.0,7,0,0,0,0.0
9201,0,0.134813,75,1,0.965715,3372.0,6,0,2,0,0.0
9202,0,0.267814,45,0,1.053797,7578.0,11,0,2,0,1.0
9203,0,0.274241,45,0,0.073316,,10,0,1,0,1.0
9204,0,0.038253,48,0,2.360512,5392.0,6,0,2,0,1.0
9205,0,0.228501,36,0,0.432598,,9,0,0,0,2.0
9206,0,0.247064,28,0,0.171107,3707.0,4,0,0,0,0.0
9207,0,0.441664,66,0,0.774456,5168.0,8,1,1,0,0.0
9208,0,4.218173,26,0,0.109558,3640.0,6,0,0,0,0.0
9209,0,0.052622,55,0,0.26697,3627.0,2,0,0,0,0.0
9210,0,0.601915,64,2,0.21252,11629.0,7,0,2,0,0.0
9211,0,0.449889,31,0,0.214836,,6,0,0,0,0.0
9212,0,0.143888,39,2,0.174515,6487.0,7,0,0,98,0.0
9213,0,0.167347,68,0,0.460081,1531.0,11,0,1,0,0.0
9214,0,0.396517,59,3,1.6731,6896.0,6,0,1,0,0.0
9215,0,0.412589,43,1,0.174284,7512.0,3,0,0,0,1.0
9216,0,0.315674,68,0,0.268631,3573.0,15,0,0,0,0.0
9217,0,0.184441,68,0,0.175998,26056.0,13,0,2,0,0.0
9218,0,0.060148,55,0,1.703595,787.0,8,0,2,0,2.0
9219,0,0.260351,39,0,0.382953,9204.0,4,3,2,0,1.0
9220,0,0.15346,46,0,0.972694,,6,0,1,0,1.0
9221,0,0.040899,56,0,0.364348,7579.0,5,0,3,0,0.0
9222,0,0.569584,49,0,3.624676,,15,0,1,0,1.0
9223,1,0.392852,65,0,0.494614,7635.0,11,1,1,0,0.0
9224,0,0.268739,30,0,2.31252,,8,0,2,0,1.0
9225,0,0.180976,31,0,1.793827,,8,0,2,0,1.0
9226,0,0.467609,54,0,0.402234,6243.0,12,0,3,0,0.0
9227,0,0.069799,45,0,0.264634,,10,0,4,0,1.0
9228,0,0.116829,43,0,0.354307,2048.0,8,0,1,0,0.0
9229,0,0.408781,27,0,0.409795,8723.0,4,0,1,0,1.0
9230,0,0.08071,52,0,3.23844,,9,0,0,0,1.0
9231,0,0.138116,51,0,2.004201,1482.0,5,0,1,0,1.0
9232,0,0.044892,61,0,0.977402,3192.0,9,0,0,0,2.0
9233,0,0.44765,52,0,0.32075,2593.0,7,0,1,0,1.0
9234,0,0.204306,50,0,0.220737,11190.0,7,0,1,0,0.0
9235,0,0.51406,68,0,0.105514,,9,0,0,0,2.0
9236,0,0.298157,33,0,0.399213,,10,98,1,0,0.0
9237,0,0.478058,59,0,0.304226,2883.0,7,1,3,0,1.0
9238,0,0.253255,28,0,2.762156,9890.0,8,0,1,0,0.0
9239,0,0.150638,40,0,1.10488,47652.0,8,0,1,0,0.0
9240,0,0.184443,35,1,0.576373,6534.0,2,0,2,0,1.0
9241,0,0.313335,62,0,1.616962,9791.0,7,0,1,0,2.0
9242,0,0.248634,51,0,2.807987,,12,2,1,0,0.0
9243,0,0.091069,51,0,0.497622,1575.0,3,0,1,0,1.0
9244,0,0.436809,36,0,0.492982,7853.0,10,0,0,0,1.0
9245,0,0.289976,47,0,0.114627,6280.0,8,0,0,0,1.0
9246,1,0.033533,41,0,3.253347,3992.0,12,0,3,0,0.0
9247,0,0.04089,57,0,1.927449,2423.0,5,0,2,0,
9248,0,0.305493,38,0,0.31195,8562.0,7,0,0,0,1.0
9249,0,9.18112,70,0,1.928283,2257.0,11,0,2,98,1.0
9250,0,0.350001,28,0,0.036042,27089.0,8,0,1,0,1.0
9251,0,0.407001,40,0,0.341293,,3,0,0,0,3.0
9252,0,0.212533,75,0,0.646169,1847.0,5,0,0,0,0.0
9253,0,12.109774,45,0,0.871634,3257.0,9,0,1,0,0.0
9254,0,0.350366,33,0,1.830325,3934.0,10,0,0,0,0.0
9255,0,0.072637,55,0,0.216364,33857.0,16,98,1,0,2.0
9256,0,0.194605,45,0,1.193286,2421.0,5,0,0,0,
9257,0,0.204357,40,0,1.588103,4478.0,8,98,1,0,0.0
9258,0,0.37457,36,0,0.457148,3196.0,13,0,2,0,2.0
9259,0,0.389896,90,0,0.348271,7327.0,3,0,0,0,0.0
9260,0,0.33105,48,0,0.139672,,4,3,0,0,1.0
9261,0,0.166135,25,0,0.29716,1975.0,6,0,1,0,0.0
9262,0,0.354678,72,98,0.054836,4203.0,9,0,0,0,2.0
9263,0,0.407933,60,0,0.473146,3867.0,9,0,1,0,1.0
9264,0,0.137846,41,0,0.682071,3060.0,6,0,2,0,0.0
9265,0,0.338218,38,0,0.424078,,6,0,2,0,
9266,0,0.248096,61,0,0.358786,,10,0,3,0,1.0
9267,0,0.264308,48,0,0.564823,3805.0,6,0,4,0,1.0
9268,0,0.518162,25,0,0.765484,,8,0,1,0,2.0
9269,0,0.422516,77,0,1.181891,3395.0,7,0,0,0,0.0
9270,0,0.259961,45,0,0.101179,5133.0,6,0,0,0,0.0
9271,0,0.454395,72,0,0.351947,1687.0,6,0,1,0,0.0
9272,0,0.147841,69,0,0.10358,18047.0,14,0,0,0,1.0
9273,0,0.245949,37,0,0.346651,,3,1,2,0,2.0
9274,0,0.109472,66,0,2.104376,15431.0,5,0,1,0,0.0
9275,0,0.198653,42,0,0.77322,6725.0,11,0,1,0,0.0
9276,0,0.408699,25,0,0.376149,920.0,15,0,3,0,0.0
9277,0,0.213686,46,0,0.252995,16785.0,11,0,4,0,1.0
9278,0,0.178363,57,0,0.339561,2463.0,14,0,0,0,0.0
9279,0,0.248846,45,0,0.296127,2628.0,7,0,0,0,1.0
9280,0,0.292608,47,0,0.905681,,10,0,2,0,0.0
9281,0,0.2169,68,0,0.201479,14802.0,7,0,2,0,0.0
9282,0,0.089104,53,0,0.360637,,10,0,0,0,1.0
9283,0,12.740845,40,0,0.273238,10147.0,10,0,1,0,1.0
9284,0,0.757871,61,0,0.146779,3829.0,15,0,0,2,0.0
9285,0,0.12083,54,0,0.095798,3781.0,9,0,1,0,0.0
9286,0,0.129102,21,0,0.574985,6481.0,15,2,2,0,0.0
9287,0,0.168711,57,0,0.127258,4429.0,5,0,1,0,2.0
9288,0,0.350852,57,0,0.537989,10011.0,3,0,5,0,2.0
9289,0,0.340477,52,0,1.909699,9548.0,6,0,1,0,1.0
9290,0,9.756328,64,0,0.555832,,10,0,2,0,1.0
9291,0,0.407498,42,0,0.448559,,8,0,1,0,0.0
9292,1,0.523756,56,0,0.091502,,10,0,0,0,1.0
9293,0,0.12231,30,98,0.260392,4504.0,6,0,0,0,1.0
9294,0,0.308783,57,0,0.197721,5621.0,7,0,2,0,0.0
9295,0,12.309358,79,1,0.28377,2687.0,13,0,0,0,0.0
9296,0,0.242743,38,1,0.635053,1703.0,10,0,0,0,0.0
9297,0,0.344917,41,0,1.237054,7118.0,8,0,2,0,
9298,0,0.600905,42,0,0.033928,,7,0,0,0,0.0
9299,0,0.370504,53,1,2.521381,7783.0,10,0,0,0,3.0
9300,0,0.259634,37,0,0.137195,2873.0,4,0,1,0,0.0
9301,0,0.005083,57,0,5.840264,15256.0,12,0,1,0,3.0
9302,0,0.487914,63,0,0.305815,10947.0,3,0,0,0,1.0
9303,0,0.163372,59,0,0.830469,6232.0,3,0,0,0,1.0
9304,0,0.223149,27,0,0.652027,4143.0,6,0,1,0,0.0
9305,0,0.367208,65,0,0.351714,,12,0,1,0,0.0
9306,0,0.150629,65,0,1.717787,6728.0,8,0,1,0,3.0
9307,0,0.443974,63,5,2.564868,5948.0,12,0,1,0,2.0
9308,0,0.382347,57,0,0.440273,11319.0,4,0,0,0,0.0
9309,0,0.275759,55,0,0.196889,15386.0,8,0,1,0,0.0
9310,0,0.334135,66,0,0.134587,,8,0,2,0,1.0
9311,0,0.100359,78,98,2.262617,2121.0,9,0,0,0,1.0
9312,0,0.04175,38,0,0.127181,2632.0,10,0,1,0,0.0
9313,0,0.193053,67,0,0.706191,1477.0,11,0,3,0,0.0
9314,0,0.499413,50,0,1.142138,4674.0,7,0,0,0,1.0
9315,0,0.456589,50,0,0.256294,7943.0,4,0,3,0,1.0
9316,0,0.463522,30,0,1.277669,,11,0,2,1,1.0
9317,0,0.416983,48,0,0.547598,,6,0,1,0,0.0
9318,0,0.174233,38,2,0.443964,12102.0,10,0,1,0,2.0
9319,0,0.151707,45,0,0.108137,,10,0,1,0,1.0
9320,0,9.165211,36,0,0.296738,6466.0,10,0,0,0,2.0
9321,0,0.442941,45,0,0.24338,12374.0,2,0,0,0,0.0
9322,0,0.112743,46,0,1.436162,4453.0,7,0,0,0,0.0
9323,0,0.119953,53,0,0.81442,25544.0,5,0,0,0,1.0
9324,0,0.065121,29,0,0.22361,3434.0,12,0,0,0,1.0
9325,0,0.180216,31,0,0.081522,24303.0,12,0,2,0,0.0
9326,0,0.206374,57,0,1.363842,2253.0,4,0,2,0,1.0
9327,0,0.12211,40,0,1.968785,,9,0,0,0,0.0
9328,0,0.266306,67,0,2.012771,,10,0,2,0,0.0
